Word	Pronunciation	POS	Meaning	Verb Class		Volition status				first number is used in counting up from 1 (hai is also used in time); second number is the generally used modifier (number + noun) 				tanmqe/ camgyu 								teptyu (coinage system)					
syphy'e / esyphy	səɸəʔɛ	n	lily pad (rain lily)	plant																							
syuhwe	sʲuhʷɛ	n	sin (from lose light)																								
syuk	sjuk	n	guilt; shame; sorrow																								
syun	sjun	n	light (usually natural light like the sun)																								
syunnue	sʲunnuɛ	n	soul light; aura; inner light																								
syyme	sʲəmɛ	n	fold; crease																								
ta	tɑ	n	bottom																								
taaj	tɑːʒ	n	fur																								
taajisiiq	tɑːʒisɪq	n	caterpillar (lit. fuzzy bear)																								
tabuta	tɑbutɑ	n	spatula																								
taelu	telu	n	bay																								
taeru	teɾu	n	chunk; hunk; sizeable piece of something																								
taikeujo	taɪkœʒo	n	kindness; generosity 																								
takeu	tɑkœ	n	present; gift																								
takeuri	tɑkœɾi	n	gift giving; any holiday that involves exchanging of gifts	culture																							
takuy	tɑkuə	n	low note (from deep music)																								
talik	tɑlik	n	effort																								
talwani	tɑlwɑni	n	behemoth of a sailing ship; massive																								
tam	tɑm	n	world																								
tama	tɑmɑ	n	time 	time																							
tamae	tɑme	n	reality (from water world)																								
tamaohzen	tɑmaʊːzɛn	n	the feeling of time passing																								
tambai	tɑmbai	n	cycle																								
tanisae	tɑnise	n	sea glass																								
tarin	tɑɾin	n	pain																								
tash	tɑʃ	n	servant																								
tasn	tɑsn	n	knife																								
tasyunue	tɑsʲunuɛ; tɑsʲuɲuɛ	n	aurora borealis; northern lights (from world soul light; sometimes metathesized to tyasunue)																								
tat'ja	tɑtʔʒɑ	n	marrow; center; core	body																							
taufe	taʊfɛ	n	shackles; handcuff; fetters; bindings for criminals or prisoners; bonds																								
tauhka	taʊhkɑ	n	crow																								
tavh	tɑβ	n	father (used with demonstrative pronoun ie. my dad)	family																							
tavhkang	tɑβkɑŋɡ	n	dad joke																								
tben	tbɛn	n	grounded shipwreck found in the middle of the desert; ghost ship (from unlucky ship; believed to sail the desert at night)	sailing; culture																							
te'am	tɛʔɑm	n	head	body																							
te'e	tɛʔɛ	n	story (usually made up)																								
tega	tɛgɑ	n	way; method; means																								
tegauty'i	tɛɡaʊtəʔi	n	the way of things unknown (also ty'isiba)																								
tegaveti	tɛɡɑvɛti	n	footwork; choreography (lit. legs method)																								
teidohe	teidohɛ	n	instinct (from natural feeling)																								
tek'a	tɛkʔɑ	n	cut (little hurt)																								
tekim	tɛkim	n	gossip 																								
tekribo	tɛkɾibo	n	violence (sometimes shortened to tekrib)																								
tekrichib	tɛkɾitʃib	n	violence (especially stemming from anger and hate; sometimes tekrichibo or shortened to tekrib)																								
tekril	tɛkɾil	n	offense																								
teksys	tɛksəs	n	reference; source																								
tem	tɛm	n	risk; gamble																								
temani	tɛmɑni	n	fable; story with a moral																								
temen	tɛmɛn	n	myth; legend																								
temet	tɛmɛt	n	insult or curse; threatening language																								
temte	tɛmtɛ	n	threat; hazard; danger																								
temteno	tɛmtɛno	n	menace																								
temwyn	tɛmwən	n	curse (lit. threat rune; from a tampered rune on a rune lantern when traveling; the lantern then wouldn't be able to properly keep monsters away)																								
ten	tɛn	n	river																								
tenae	tɛne	n	ocean 																								
tenikh	tɛnikʰ	n	glacier																								
tenmeki	tɛnmɛki	n	green river 																								
teno	tɛno	n	a household deity; minor god; spirit of the land (ie powerful being that'll make contracts; ghost that still has sanity); title = -ten(o)	culture																							
tenwa	tɛnwɑ	n	river plain; delta																								
tenyejo 	tɛnjɛʒo	n	skilled; talented person; master artist (worked to get there); also called shengka or yejo; -tejo = title 	culture																							
tepas	tɛpɑs	n	rich; wealthy																								
tepaya	tɛpɑjɑ	n	overly rich; ridiculously wealthy																								
tephe	tɛɸɛ	n	paper																								
tepro	tɛpɾo	n	pip (coin)																								
tepsyn	tɛpsən	n	ram (coin)	culture																							
tept	tɛpt	n	a coin; money	culture																							
teptio	teptio	n	mink; ermine (coin)	culture																							
teukau	tœkaʊ	n	tip of the tongue; blade of tongue	body																							
teum	tœm	n	lip	body																							
teumyth	tœməθ	n	lips (bilabial)	body																							
teuph	tœɸ	n	edge; fringe; border; side; boundary																								
teuphae	tœɸe	n	coast (lit. water boundary)																								
teya	tɛjɑ	n	place; location; land																								
teyamui	tɛjɑmui	n	temple (also called monhavo from home of god)																								
teyaq	tɛjɑq	n	homeland; country of origin; birth place; place of heritage																								
teyeuk	tɛjœk	n	native tribe; original people of an area (from homeland tribe)																								
thekh	θɛkʰ	n	wood; trunk																								
thekhsav'i	θɛkʰsɑvʔi	n	sequoia (from long tall trunk)																								
thente	θɛntɛ	n	survival																								
theun	θœn	n	defection																								
theunka	θœŋkɑ	n	defector (but more so going against a despotic government to help those targeted)																								
theunqat	θœnqɑt	n	defector; traitor; coward; switch coat (very insulting)																								
theuph	θœɸ	n	wood fence																								
thume	θumɛ	n	current																								
ti'ar	tiʔɑɾ	n	copper																								
tianok	tiɑnok	n	a call or summon (often in context of an urge to do something)																								
tichu	titʃu	n	stick																								
ticna	tiçnɑ	n	heaven; the universe																								
tii'el	tɪʔɛl	n	tide																								
tii'elyun 	tɪʔɛlʲun	n	starfish (lit tide stars)	marine; wbw																							
tiimn	tɪmn	n	card																								
tiip	tɪp	n	ears	body																							
tiipzi	tɪpzi	n	one ear (alt hetiip)	body																							
tiiti	tɪti	n	brother	family																							
tiiti'a	tɪtiʔɑ	n	younger brother	family																							
tik	tik	n	mushroom	food																							
tikhomb	tikʰomb	n	goat cheese	food																							
tiku	tiku	n	goat																								
Tikvel	tikvɛl	n	April (mushroom month; cor. w/ october)	time																							
tikyyn	tikʲən	n	mouse parasol mushroom (edible brown with a slight fuzz on it's cap; squeaks when touched)	food; wbw																							
tio	tio	n	mink; ermine	animal; mammal																							
tirxetsae	tiɾxɛtse	n	copper snake (venomous ambush predators that bury themselves in the sand; coppery scales that are often used in pottery glazes similar to raku style; often found near settlements)	animal; reptile; WbW																							
tiwcae	tiwçe	n	abyss (without depth)																								
tiwjo	tiwʒo	n	depth; drop																								
tiwkhus	tiwkʰus	n	abyss crystal (black crystal that forms in pitch black areas; has a light dimming attribute)	stone; wbw																							
tiwtarin	tiʍtaɾin	n	anguish; a pain that pierces one's soul (depth pain)																								
tjepa	dʒɛpɑ	n	spider																								
tkal	tkɑl	n	dragon	mount																							
tkalae	tkɑle	n	sea serpent	animal; reptile																							
tkalaevoikh	tkɑlevɔikʰ	n	leviathan (ice dragon)	animal; reptile																							
tkalka	tkɑlkɑ	n	dragon rider (most often used for Yats)	culture																							
tkalkkaun	tkɑlkkaʊn	n	term for a mail runner or a Yat (person of the Hekatl tribe of dragon riders) 																								
tkalli'ejukii	tkɑlliʔɛʒukɪ	n	pangolin (lit. leafy shield dragon)	animal; mammal																							
tkalli'enak	tkɑlliʔɛnɑk	n	iguana; crocodile; komodo dragon; or any type of scaly lizard																								
tkalli'renae	tkɑlːiʔɾɛne	n	mirage lizard; chameleon (sensitive to rifts; often live near aijrun)	animal; reptile; WbW																							
tkatje	tkɑdʒɛ	n	spider dragon (terrifyingly cute)	animal; reptile																							
tkaute	tkaʊtɛ	n	anticipation; excitment																								
tniik	tnɪk	n	needle; thorn; spike; spine (often compounds as -niik)																								
to	to	n	boy (underage)																								
tok'a	tokʔɑ	n	pigmy chicken	food																							
tokang	tokɑŋɡ	n	joke (from make laugh; back-analyzed as boy focus or make chicken/clucking)																								
tokhes	tokʰɛs	n	tonight	time																							
toktok	toktok	n	chicken	food																							
ton	ton	n	sound																								
tonliin	tonlɪn	n	rhyme (lit. same sound)																								
tonmui	tonmui	n	bell (from holy sound)																								
tonnyoj	tonnjoʒ	n	music (lit pleasing sound; more often use kuy tho)																								
tonnyojka	tonnjoʒkɑ	n	musician																								
tosaukhae	tosaʊkʰe	n	sound of boiling water																								
tovh	toβ	n	bread	food																							
tovhata	toβɑtɑ	n	naan bread (often just vhata)	food; wbw																							
tovhattal	toβɑtːɑl	n	pastry; sweet bread	food; wbw																							
tovhben	toβbɛn	n	bread bowl for soup or stew (lit bread canoe)	food																							
