Entry Word:,Pronunciation,POS,Meaning,Verb Class,,Volition status,,,,first number is used in counting up from 1 (hai is also used in time); second number is the generally used modifier (number + noun) ,,,,tanmqe/ camgyu ,,,,,,,,teptyu (coinage system),,,,,
uqwl,uqʍul,n,outside corner (jutting toward; space you can't occupy); corner of object,,,,,,,,,,,,,,,,,,,,,,,,
urkha,,n,underground; into ground (can be used with oblique det as a post phrase without a post),,,,,,,,,,,,,,,,,,,,,,,,
ushec,,n,limb,body,,,,,,,,,,,,,,,,,,,,,,,
utseqii,utsɛqɪ,n,high wetland; mountain marsh,landscape,,,,,,,,,,,,,,,,,,,,,,,
utsuon,utsuon,n,highland; high desert; plateau; butte,landscape,,,,,,,,,,,,,,,,,,,,,,,
vaera,veɾɑ,n,crown,*,,,,,,,,,,,,,,,,,,,,,,,
ve'a,vɛʔɑ,n,wood; small forest,plant,,,,,,,,,,,,,,,,,,,,,,,
veja,vɛʒɑ,n,crime,,,,,,,,,,,,,,,,,,,,,,,,
Vejaka,vɛʒɑkɑ,n,loose criminal,,,,,,,,,,,,,,,,,,,,,,,,
veti,vɛti,n,legs,body,,,,,,,,,,,,,,,,,,,,,,,
vetizi,vɛtizi,n,leg,body,,,,,,,,,,,,,,,,,,,,,,,
veve,vɛvɛ,n,cousin,family,,,,,,,,,,,,,,,,,,,,,,,
vhar,βɑɾ,n,question,,,,,,,,,,,,,,,,,,,,,,,,
Vhe'a,βɛʔɑ,n,second moon (smaller one; lit little orange),,,,,,,,,,,,,,,,,,,,,,,,
Vhe'aliis,βɛʔɑlɪs,n,Tuesday (little moon day),time,,,,,,,,,,,,,,,,,,,,,,,
vhe'arha,βɛʔɑr̥ɑ,n,minor moonrise,,,,,,,,,,,,,,,,,,,,,,,,
vhe'asii,βɛʔɑsɪ,n,minor moonset,,,,,,,,,,,,,,,,,,,,,,,,
vhelibi,βɛlibi,n,pumpkin (lit zucchini orange),food,,,,,,,,,,,,,,,,,,,,,,,
vhemadj,βɛmɑdʒ,n,new information; news,,,,,,,,,,,,,,,,,,,,,,,,
vhen,βɛn,n,creation,,,,,,,,,,,,,,,,,,,,,,,,
vhente,βɛntɛ,n,building,,,,,,,,,,,,,,,,,,,,,,,,
vhenukyen,,n,beaver (lit. dam build),animal,,,,,,,,,,,,,,,,,,,,,,,
Vhi'ol,βiʔol,n,the pair of moons (lit. moon dance),,,,,,,,,,,,,,,,,,,,,,,,
vhi'olrha,βiʔolr̥ɑ,n,moonsrise,,,,,,,,,,,,,,,,,,,,,,,,
vhi'olsii,βiʔolsɪ,n,moonsset,,,,,,,,,,,,,,,,,,,,,,,,
vhiim,βɪm,n,choice; decision,,,,,,,,,,,,,,,,,,,,,,,,
vhu,βu,n,koi,animal,,,,,,,,,,,,,,,,,,,,,,,
vhu'iis,βuʔɪs,n,butterfly effect; spreading impact (koi ripple),,,,,,,,,,,,,,,,,,,,,,,,
vhukest,βukɛst,n,disaster,,,,,,,,,,,,,,,,,,,,,,,,
vhut,βut,n,street,*&,,,,,,,,,,,,,,,,,,,,,,,
vhuts,βuts,n,wool,,,,,,,,,,,,,,,,,,,,,,,,
vhutskfe,βu(t)skfɛ,n,wool grass,plant,,,,,,,,,,,,,,,,,,,,,,,
vii,vɪ,n,name,,,,,,,,,,,,,,,,,,,,,,,,
votcha,votʧɑ,n,blister ,,,,,,,,,,,,,,,,,,,,,,,,
vu,vu,n,burn,,,,,,,,,,,,,,,,,,,,,,,,
vujeh,,n,acid (lit. burn poison),,,,,,,,,,,,,,,,,,,,,,,,
wano,wɑno,n,stranger; unknown person; whoever,,,,,,,,,,,,,,,,,,,,,,,,
wate,wɑtɛ,n,buffalo/bison,animal,,,,,,,,,,,,,,,,,,,,,,,
wba,ʍubɑ,n,meaning; definition,,,,,,,,,,,,,,,,,,,,,,,,
wben,ʍubɛn,n,ship; canoe; boat,,,,,,,,,,,,,,,,,,,,,,,,
wbeus,ʍubœs,n,letter (written document),,,,,,,,,,,,,,,,,,,,,,,,
wbev,ʍubɛv,n,bug; insect,animal,,,,,,,,,,,,,,,,,,,,,,,
wen,wɛn,n,ring,,,,,,,,,,,,,,,,,,,,,,,,
wetana,wɛtɑnɑ,n,breakfast ,,,,,,,,,,,,,,,,,,,,,,,,
weyamiik,,n,the sweet spot for sailing where you have the perfect wind and you're sailing at the perfect angle,,,,,,,,,,,,,,,,,,,,,,,,
weyasyndei,,n,desire to sail forever,,,,,,,,,,,,,,,,,,,,,,,,
wikt,,n,worm,,,,,,,,,,,,,,,,,,,,,,,,
wir,wiɾ,n,plain; steppe; prairie (usually higher elevation; not near bodies of water),,,,,,,,,,,,,,,,,,,,,,,,
wkskyur,ʍukskjuɾ,n,idiot; imbecile; loon; lunatic,,,,,,,,,,,,,,,,,,,,,,,,
wly,,n,flower,plant,,,,,,,,,,,,,,,,,,,,,,,
wly'ol,,n,perfume; fragrance (lit flower dance),,,,,,,,,,,,,,,,,,,,,,,,
wrikan,ʍuɾikɑn,n,town; village,,,,,,,,,,,,,,,,,,,,,,,,
wsaeska,,n,genius; talented person (moreso born talented); also called shengka,,,,,,,,,,,,,,,,,,,,,,,,
wsh,ʍuʃ,n,breast,body,,,,,,,,,,,,,,,,,,,,,,,
wte,ʍutɛ,n,fish (sg),animal,,,,,,,,,,,,,,,,,,,,,,,
wtekisae,ʍutɛkise,n,fish with a jellyfish sack (another of adachi's thingies),,,,,,,,,,,,,,,,,,,,,,,,
wtsoti,ʍuʦoti,n,pigfish,animal,,,,,,,,,,,,,,,,,,,,,,,
wul,wul,n,cotton,plant,,,,,,,,,,,,,,,,,,,,,,,
wynsyun,,n,rune lantern (powered by imai; often made of stone; used to light trade roads and create safe places for travelers,culture,,,,,,,,,,,,,,,,,,,,,,,
xacael,xɑçel,n,abandon; no restraint,,,,,,,,,,,,,,,,,,,,,,,,
xacaitay,,n,drive to accomplish something (but at the expense of others usually),,,,,,,,,,,,,,,,,,,,,,,,
xacaitayel,,n,needless self-sacrificial tendencies; not valuing your own life when there are clear other options,,,,,,,,,,,,,,,,,,,,,,,,
xakil,xɑkil,n,weed,plant,,,,,,,,,,,,,,,,,,,,,,,
xakomyte,xɑkomətɛ,n,narrow-mindedness,,,,,,,,,,,,,,,,,,,,,,,,
xaleul,xɑlœl,n,disease; enemy; germ,,,,,,,,,,,,,,,,,,,,,,,,
xaleul qat,xɑlœl qɑt,n,invader; disease (insult; dehumanizing),culture,,,,,,,,,,,,,,,,,,,,,,,
xaleulka,xɑlœlkɑ,n,infected; zombie,&,,,,,,,,,,,,,,,,,,,,,,,
xanyng,xɑnəŋg,n,starvation,,,,,,,,,,,,,,,,,,,,,,,,
Xanyng Qat,xɑnəŋg qɑt,n,The Hunger; The Starving One,name,,,,,,,,,,,,,,,,,,,,,,,
xaren,xɑɾɛn,n,nightmare,*,,,,,,,,,,,,,,,,,,,,,,,
xasebn,xɑsɛbn,n,tyrant; despot; dictator,,,,,,,,,,,,,,,,,,,,,,,,
xatayka,,n,usurper; position stealer (from miitayse),,,,,,,,,,,,,,,,,,,,,,,,
xavi,xɑvi,n,loss (of something/an item; often times a person or used as an emotion),,,,,,,,,,,,,,,,,,,,,,,,
xavika,xɑvikɑ,n,loser,,,,,,,,,,,,,,,,,,,,,,,,
xavite,xɑvitɛ,n,loss (of a game or war),,,,,,,,,,,,,,,,,,,,,,,,
xaxuobo,xɑxuobo,n,obsession,,,,,,,,,,,,,,,,,,,,,,,,
xaxuoboka,xɑxuobokɑ,n,stan; a bit of an over-obsessesd fan (kinda scary),,,,,,,,,,,,,,,,,,,,,,,,
xayaen,xɑyen,n,bad mood; angry/violent mood; fit of temper; temper tantrum ,&,,,,,,,,,,,,,,,,,,,,,,,
xe'i,xɛʔi,n,thing,,,,,,,,,,,,,,,,,,,,,,,,
xema,xɛmɑ,n,popular tart fruit drink (often carbonated like soda),food,,,,,,,,,,,,,,,,,,,,,,,
xet,xɛt,n,snake,,,,,,,,,,,,,,,,,,,,,,,,
xet'e,xɛtʔɛ,n,rain snake ,animal,,,,,,,,,,,,,,,,,,,,,,,
xeth'ol,,n,trail of a snake through the sand (lit. snake dance),,,,,,,,,,,,,,,,,,,,,,,,
xethqe'e,xɛθqɛʔɛ,n,rattle snake,animal,,,,,,,,,,,,,,,,,,,,,,,
xetjehun,,n,poisonous snake,,,,,,,,,,,,,,,,,,,,,,,,
xetkau,,n,caution; wariness (lit. snake tongue),,,,,,,,,,,,,,,,,,,,,,,,
xetsae,xɛtse,n,chain snake,,,,,,,,,,,,,,,,,,,,,,,,
xetvujehii,,n,acidic snake (extremely so; specific type),,,,,,,,,,,,,,,,,,,,,,,,
xiya,,n,scorpion,,,,,,,,,,,,,,,,,,,,,,,,
xiyenkyen,,n,platypus (from scorpion beaver),animal,,,,,,,,,,,,,,,,,,,,,,,
xniil,,n,epic poetry (usually very long and verbal),culture,,,,,,,,,,,,,,,,,,,,,,,
xocta,xoçtɑ,n,right (moral or legal entitlement),,,,,,,,,,,,,,,,,,,,,,,,
xtan,,n,desert; dust bowl,,,,,,,,,,,,,,,,,,,,,,,,
xuji,xuʒi,n,cat ,animal,,,,,,,,,,,,,,,,,,,,,,,
xujikh,,n,manul/palla's cat or a leopard lemur (ice cat),animal,,,,,,,,,,,,,,,,,,,,,,,
xujimeut,,n,owl cat (gryphon),mount,,,,,,,,,,,,,,,,,,,,,,,
xuo,xuo,n,interest; enjoyment; hobby ,,,,,,,,,,,,,,,,,,,,,,,,
xuobo,xuobo,n,interest; fixation (something to fangirl over),,,,,,,,,,,,,,,,,,,,,,,,
xuoboka,xuobokɑ,n,fan (person),,,,,,,,,,,,,,,,,,,,,,,,
yad,jɑd,n,field,&,,,,,,,,,,,,,,,,,,,,,,,
yaek,jek,n,pillar,,,,,,,,,,,,,,,,,,,,,,,,
yaen,jen,n,temperment; mood,&,,,,,,,,,,,,,,,,,,,,,,,
yaentya,,n,business (lit place of mood),,,,,,,,,,,,,,,,,,,,,,,,
yaentyasho,,n,business leader (CEO basically),,,,,,,,,,,,,,,,,,,,,,,,
yaga,jɑnɑ,n,claw,,,,,,,,,,,,,,,,,,,,,,,,
Yanua,jɑnɑ,n,Autumn,time,,,,,,,,,,,,,,,,,,,,,,,
II'yanua,jɑnɑʔɑ,n,Little Autumn (every 10 yrs),time,,,,,,,,,,,,,,,,,,,,,,,
yaname'e,jɑnɑmɛʔɛ,n,autumn weather,weather,,,,,,,,,,,,,,,,,,,,,,,
yaryn,jɑɾən,n,bridge,,,,,,,,,,,,,,,,,,,,,,,,
yau,jaʊ,n,rod; shaft; beam; pole; bar,,,,,,,,,,,,,,,,,,,,,,,,
yaud,jaʊd,n,city; trade center,,,,,,,,,,,,,,,,,,,,,,,,
yayi,,n,vine,plant,,,,,,,,,,,,,,,,,,,,,,,
yeu,,n,poem,,,,,,,,,,,,,,,,,,,,,,,,
yeu'o,,n,poem meter,,,,,,,,,,,,,,,,,,,,,,,,
yeuka,,n,poet,,,,,,,,,,,,,,,,,,,,,,,,
yeuthu,,n,poetry (lit. poem flow),,,,,,,,,,,,,,,,,,,,,,,,
yeuze,jœzɛ,n,charcoal,,,,,,,,,,,,,,,,,,,,,,,,
yeuzere,jœzɛɾɛ,n,coal,,,,,,,,,,,,,,,,,,,,,,,,
yhai,əhai,n,moth,animal,,,,,,,,,,,,,,,,,,,,,,,
Yhava,əhɑvɑ,n,creator god (origin of souls; both singular and dual),name,,,,,,,,,,,,,,,,,,,,,,,
Yhavliis,əhɑvlɪs,n,Sunday (creator god day),time,,,,,,,,,,,,,,,,,,,,,,,
yhen,,n,sand (specifically the type used for glass),,,,,,,,,,,,,,,,,,,,,,,,
yhyna,əhənɑ,n,peace; harmony; tranquility,&,,,,,,,,,,,,,,,,,,,,,,,
ynys,,n,island,,,,,,,,,,,,,,,,,,,,,,,,
yog,jog,n,west,direction,,,,,,,,,,,,,,,,,,,,,,,
yoj,joʒ,n,child; kid,family,,,,,,,,,,,,,,,,,,,,,,,
yojelchibka,,n,child hater (your own child; derogatory),,,,,,,,,,,,,,,,,,,,,,,,
yojhibka,,n,child hater (derogatory),,,,,,,,,,,,,,,,,,,,,,,,
yojyt,,n,children (more specifically children on one family; else it's yojyu),,,,,,,,,,,,,,,,,,,,,,,,
yojytae'enmiohe,,n,The feeling of ease when you finally managed to get the kids to bed (from kids lay down good feeling),,,,,,,,,,,,,,,,,,,,,,,,
yon,jon,n,movement,,,,,,,,,,,,,,,,,,,,,,,,
Yonvel,jonvɛl,n,May (movement month; cor. w/ november),time,,,,,,,,,,,,,,,,,,,,,,,
yriae,,n,bamboo (hardy and desert tolerant; from faithful water; stemming from that these bamboo only grow in drinkable water),plant,,,,,,,,,,,,,,,,,,,,,,,
ystal,əstɑl,n,reindeer (often used as a term for various pack animals),animal&,,,,,,,,,,,,,,,,,,,,,,,
yuky,,n,change; metamorphosis,,,,,,,,,,,,,,,,,,,,,,,,
yuntata,juntɑtɑ,n,character,,,,,,,,,,,,,,,,,,,,,,,,
yusae,,n,cottonwood,tree,,,,,,,,,,,,,,,,,,,,,,,
yvonte,,n,safety; shelter,,,,,,,,,,,,,,,,,,,,,,,,
yynu,jənu,n,shadow,,,,,,,,,,,,,,,,,,,,,,,,
yyoi,,n,birch tree,tree,,,,,,,,,,,,,,,,,,,,,,,
yyta,,n,salmon,animal,,,,,,,,,,,,,,,,,,,,,,,
yytyng,jətəŋg,n,animal,animal&,,,,,,,,,,,,,,,,,,,,,,,
zang,,n,ears (generally animalistic),,,,,,,,,,,,,,,,,,,,,,,,
zekfe,,n,upwind,,,,,,,,,,,,,,,,,,,,,,,,
zisi,zisi,n,daughter,family,,,,,,,,,,,,,,,,,,,,,,,
ziya,zijɑ,n,peach,food,,,,,,,,,,,,,,,,,,,,,,,
ca; cym,çɑ; çəm,int,well; um; uh (filler word),,,,,,,,,,,,,,,,,,,,,,,,
ches,tʃɛs,int,okay; alright; fine (semi-affirmative; not so happy),,,,,,,,,,,,,,,,,,,,,,,,
chi,ʧi,int,yesǃ alrightǃ (happy excited affirmative),,,,,,,,,,,,,,,,,,,,,,,,
cyg/cyx,çəg/çəx,int,ah; ah yes; huh; wow; (filler word that expresses a bit of disbelief or agreement),&,,,,,,,,,,,,,,,,,,,,,,,
hwa,hwɑ,int,hey (addressing someone next to you),,,,,,,,,,,,,,,,,,,,,,,,
hwe,hwɛ,int,whatǃ you kidding? (express surprise),,,,,,,,,,,,,,,,,,,,,,,,
iinaebo,ɪnebo,int,good luck! (lit big luck),,,,,,,,,,,,,,,,,,,,,,,,
liisnesa auri,lɪsnɛsɑ aʊɾi,int,happy birthday ,,,,,,,,,,,,,,,,,,,,,,,,
oic,ɔiç,int,hey; hey you; hey *name* (yell trying to catch attention from a distance),,,,,,,,,,,,,,,,,,,,,,,,
orumoni,oɾumoni,int,then again (lit. on top of then),,,,,,,,,,,,,,,,,,,,,,,,
sanu,sɑnu,int,please,,,,,,,,,,,,,,,,,,,,,,,,
te,tɛ,int,yes (neutral agreement; affirmative),,,,,,,,,,,,,,,,,,,,,,,,
tegume,tɛgumɛ,int,however; but; wait; hold on (sort of a thing to say when you need to say something; to interrupt the convo),,,,,,,,,,,,,,,,,,,,,,,,
tii,tɪ,int,no (disagreement),,,,,,,,,,,,,,,,,,,,,,,,
tiru,tiɾu,int,welcome (at an establishment),,,,,,,,,,,,,,,,,,,,,,,,
tst /tssst,tst,int,psst (to catch attention),&,,,,,,,,,,,,,,,,,,,,,,,
uya,ujɑ,int,what? huh? (express confusion) (always question),,,,,,,,,,,,,,,,,,,,,,,,
wbe,ʍubɛ,int,awesome; cool; wow; the sound of awe,,,,,,,,,,,,,,,,,,,,,,,,
wri,ʍuɾi,int,maybe; perhaps (unsure),,,,,,,,,,,,,,,,,,,,,,,,
xaqat,xɑqɑt,int,explitive (dang itǃ),,,,,,,,,,,,,,,,,,,,,,,,
shang,,conj; post,in doing so; by doing so; causing; resulting,,,,,,,,,,,,,,,,,,,,,,,,
shoku,ʃoku,conj; post,for; for this reason; so; therefore; because of; as a result of,,,,,,,,,,,,,,,,,,,,,,,,
tho,θo,conj; post,from (...) to (...) (any kind of range) uses dual form in a post phrase if the same word; otherwise; treated like conj,,,,,,,,,,,,,,,,,,,,,,,,
kurae,kuɾe,conj; int,anyway; in spite of; despite,,,,,,,,,,,,,,,,,,,,,,,,
cymat,çəmɑt,conj,neither/nor (nominal),,,,,,,,,,,,,,,,,,,,,,,,
cysen,çəsɛn,conj,neither/nor (verbal; adv; adj),,,,,,,,,,,,,,,,,,,,,,,,
cyseun,çəsœn,conj,neither/nor (clausal),,,,,,,,,,,,,,,,,,,,,,,,
kho,kʰo,conj,or; either/or; (either one or the other; but not both) (verbal; adv; adj),,,,,,,,,,,,,,,,,,,,,,,,
khon,kʰon,conj,or; either/or; (either one or the other; but not both) (clausal),,,,,,,,,,,,,,,,,,,,,,,,
mat,mɑt,conj,and/or (one; the other; or both) (nominal),,,,,,,,,,,,,,,,,,,,,,,,
me,mɛ,conj,and (verbal; adv; adj) (optional (else -g- on added verbs); used often with CL1 verbs; esp active; when verbs are far away; or when verbs use same major case),,,,,,,,,,,,,,,,,,,,,,,,
meku,mɛku,conj,and so; and then ,,,,,,,,,,,,,,,,,,,,,,,,
meq,mɛq,conj,and (clausal),,,,,,,,,,,,,,,,,,,,,,,,
mesu,mɛsu,conj,and yet,,,,,,,,,,,,,,,,,,,,,,,,
noth,noθ,conj,or; either/or; (either one or the other; but not both) (nominal),,,,,,,,,,,,,,,,,,,,,,,,
ry,ɾə,conj,and (nominal) (often optional or can be switched with commitative; check morpho sheet before using),,,,,,,,,,,,,,,,,,,,,,,,
saut,saʊt,conj,but; exception; yet; though; although; however (clausal),,,,,,,,,,,,,,,,,,,,,,,,
sautu,,conj,but then,,,,,,,,,,,,,,,,,,,,,,,,
sen,sɛn,conj,and/or (one; the other; or both) (verbal; adv; adj),,,,,,,,,,,,,,,,,,,,,,,,
seun,sœn,conj,and/or (one; the other; or both) (clausal),,,,,,,,,,,,,,,,,,,,,,,,
sut,sut,conj,but; exception; yet (verbal),,,,,,,,,,,,,,,,,,,,,,,,
ae(-),e(-),adv,all,(-)=adv.cl.suf ,,,,,,,,,,,,,,,,,,,,,,,
aniid(-),ɑnɪd(-),adv,until; till,,,,,,,,,,,,,,,,,,,,,,,,
ano(-),ɑno(-),adv,also; as well; too,,,,,,,,,,,,,,,,,,,,,,,,
anoi(-),ɑnɔi(-),adv,no matter (what),,,,,,,,,,,,,,,,,,,,,,,,
at(-),ɑt(-),adv,far,,,,,,,,,,,,,,,,,,,,,,,,
dy(-),də(-),adv,for a long time; (long past/history),,,,,,,,,,,,,,,,,,,,,,,,
dyn(-),dən(-),adv,long ago; long since past; ago; past,,,,,,,,,,,,,,,,,,,,,,,,
gukhes,gukʰɛs,adv,tomorrow night,time,,,,,,,,,,,,,,,,,,,,,,,
guliis(n),gulɪsn,adv,tomorrow,time,,,,,,,,,,,,,,,,,,,,,,,
hen(-),hɛn(-),adv,close to; near (listener),,,,,,,,,,,,,,,,,,,,,,,,
hni(-),hni(-),adv,close to; near (3rd person),,,,,,,,,,,,,,,,,,,,,,,,
hryn(-),hɾən(-),adv,quickly,,,,,,,,,,,,,,,,,,,,,,,,
hun(-),hun(-),adv,close; near (speaker),,,,,,,,,,,,,,,,,,,,,,,,
ilun(-),ilun(-),adv,alone,,,,,,,,,,,,,,,,,,,,,,,,
ilur(-),iluɾ(-),adv,lonely,,,,,,,,,,,,,,,,,,,,,,,,
ito(-),ito(-),adv,now; presently; at the moment,,,,,,,,,,,,,,,,,,,,,,,,
jen(-),ʒɛn(-),adv,before,,,,,,,,,,,,,,,,,,,,,,,,
jevh(-),ʒɛβ(-),adv,coldly,,,,,,,,,,,,,,,,,,,,,,,,
jiun(-),ʒiun(-),adv,often,&,,,,,,,,,,,,,,,,,,,,,,,
kheth(-),kʰɛθ(-),adv,suddenly,&,,,,,,,,,,,,,,,,,,,,,,,
khunome,kʰunomɛ,adv,it's just that; perhaps; more to the point,,,,,,,,,,,,,,,,,,,,,,,,
kua(-),kuɑ(-),adv,still; even now,,,,,,,,,,,,,,,,,,,,,,,,
kymncae(-),kəmnçe(-),adv,aimlessly,,,,,,,,,,,,,,,,,,,,,,,,
makhes,mɑkʰɛs,adv,yesterday night,time,,,,,,,,,,,,,,,,,,,,,,,
maliis(n),mɑlɪsn,adv,yesterday,time,,,,,,,,,,,,,,,,,,,,,,,
mekor(-),mɛkoɾ(-),adv,after,,,,,,,,,,,,,,,,,,,,,,,,
moa(-),moɑ(-),adv,almost,,,,,,,,,,,,,,,,,,,,,,,,
myn(-),mən(-),adv,yet; still; by now; until now; so far,,,,,,,,,,,,,,,,,,,,,,,,
nasi(-),nɑsi(-),adv,no matter how (much),,,,,,,,,,,,,,,,,,,,,,,,
nmo(-),nmo(-),adv,anymore; any longer; at all,,,,,,,,,,,,,,,,,,,,,,,,
ntam(-),ntɑm(-),adv,sometimes,,,,,,,,,,,,,,,,,,,,,,,,
ntma(-),ntmɑ(-),adv,sometime,&,,,,,,,,,,,,,,,,,,,,,,,
ome(-),omɛ(-),adv,after all,,,,,,,,,,,,,,,,,,,,,,,,
qi'a(-),,adv,generally,,,,,,,,,,,,,,,,,,,,,,,,
roikuro,ɾɔikuɾo,adv,little by little; piece by piece (lit. pebble by pebble),,,,,,,,,,,,,,,,,,,,,,,,
royth,ɾojθ,adv,a little; a bit (lit. 2 pebbles),,,,,,,,,,,,,,,,,,,,,,,,
saea(-),seɑ(-),adv,mostly,,,,,,,,,,,,,,,,,,,,,,,,
sagri,,adv,even; even to the point; encompassing; fully (to such a degree; to a degree that extends; emphasis; intensive; one of the few adv that doesn't agree),,,,,,,,,,,,,,,,,,,,,,,,
syna(-),sənɑ(-),adv,forever; ever; on and on,,,,,,,,,,,,,,,,,,,,,,,,
syr(-),səɾ(-),adv,more; longer,,,,,,,,,,,,,,,,,,,,,,,,
syrshi,səɾʃi,adv,a bit more (lit. bite more),,,,,,,,,,,,,,,,,,,,,,,,
toliis(n),tolɪsn,adv,today,time,,,,,,,,,,,,,,,,,,,,,,,
tsae(-),ʦe(-),adv,very,,,,,,,,,,,,,,,,,,,,,,,,
tsuae(-),tsue(-),adv,all around,,,,,,,,,,,,,,,,,,,,,,,,
tsun(-),ʦun(-),adv,really; much; pretty,&,,,,,,,,,,,,,,,,,,,,,,,
uts(-),uts(-),adv,high,,,,,,,,,,,,,,,,,,,,,,,,
vae(-),ve(-),adv,slow,,,,,,,,,,,,,,,,,,,,,,,,
vi(-),vi(-),adv,once (all numbers can do this),,,,,,,,,,,,,,,,,,,,,,,,
vitegadaj,vitɛgɑdɑʒ,adv,in a way; to a certain extent,,,,,,,,,,,,,,,,,,,,,,,,
von(-),von(-),adv,low,,,,,,,,,,,,,,,,,,,,,,,,
wo(-),wo(-),adv,manner,,,,,,,,,,,,,,,,,,,,,,,,
xajliis(n)(-),xɑʒlɪsn(-),adv,every day; daily,time,,,,,,,,,,,,,,,,,,,,,,,
yae(-),je(-),adv,while; during; as,,,,,,,,,,,,,,,,,,,,,,,,
yor(-),joɾ(-),adv,when,,,,,,,,,,,,,,,,,,,,,,,,
sriat,sɾiɑt,adj; n,farthest; farthest most point(s) of something (far-est),,,,,,,,,,,,,,,,,,,,,,,,
kaukii,,"adj, n",ironic/irony; flippant; tongue in cheek (lit. tongue of teeth; interdental),,,,,,,,,,,,,,,,,,,,,,,,
raeh,,"adj, n",ideal; goal; perfect,,,,,,,,,,,,,,,,,,,,,,,,
 'a,,adj,small (usually affixed; o'a when subj comp),,,,,,,,,,,,,,,,,,,,,,,,
 'aro,ʔɑɾo,adj,strange; weird,,,,,,,,,,,,,,,,,,,,,,,,
aene,enɛ,adj,watery,,,,,,,,,,,,,,,,,,,,,,,,
amiik,ɑmɪk,adj,perfect; complete,&,,,,,,,,,,,,,,,,,,,,,,,
ap'aro,ɑpʔɑɾo,adj,familiar,,,,,,,,,,,,,,,,,,,,,,,,
apasic,ɑpɑsiç,adj,chill; relaxed; anything but stressed,,,,,,,,,,,,,,,,,,,,,,,,
apkur,ɑpkuɾ,adj,evil,,,,,,,,,,,,,,,,,,,,,,,,
apqi'mal,ɑpqiʔmɑl,adj,insane (not right mind),,,,,,,,,,,,,,,,,,,,,,,,
apshokleun,,adj,absolutely wild; anything but tame; refusing to get domesticated,,,,,,,,,,,,,,,,,,,,,,,,
ash,ɑʃ,adj,red,color,,,,,,,,,,,,,,,,,,,,,,,
ata,ɑtɑ,adj,flat,,,,,,,,,,,,,,,,,,,,,,,,
athir,ɑθiɾ,adj,divine,,,,,,,,,,,,,,,,,,,,,,,,
attakau,ɑttɑkaʊ,adj,silver tongued (sweet tongue),&,,,,,,,,,,,,,,,,,,,,,,,
attal,ɑttɑl,adj,sweet,flavor,,,,,,,,,,,,,,,,,,,,,,,
aue,aʊɛ,adj,left (direction),,,,,,,,,,,,,,,,,,,,,,,,
auri,aʊɾi,adj,happy; merry; joyful; festive; celebratory mood,,,,,,,,,,,,,,,,,,,,,,,,
aurine,aʊɾinɛ,adj,happy; giddy; hyper,,,,,,,,,,,,,,,,,,,,,,,,
aya,ɑjɑ,adj,too much; too many,,,,,,,,,,,,,,,,,,,,,,,,
beamik,,adj,well-wrapped; comfortable,,,,,,,,,,,,,,,,,,,,,,,,
bemy,bɛmə,adj,warm,,,,,,,,,,,,,,,,,,,,,,,,
ce,çɛ,adj,fragile; delicate,,,,,,,,,,,,,,,,,,,,,,,,
ceno,çɛno,adj,wrong; incorrect; untrue; false,,,,,,,,,,,,,,,,,,,,,,,,
chetaqun,tʃɛtɑqun,adj,drunk; inebriated,,,,,,,,,,,,,,,,,,,,,,,,
chisi,tʃisi,adj,sticky,,,,,,,,,,,,,,,,,,,,,,,,
chivhii,tʃiβɪ,adj,angry; mad,,,,,,,,,,,,,,,,,,,,,,,,
chun,ʧun,adj,yellow,color,,,,,,,,,,,,,,,,,,,,,,,
cyap'aro,çjɑpʔɑɾo,adj,unfamiliar,,,,,,,,,,,,,,,,,,,,,,,,
cypa,çəpɑ,adj,not much; little,,,,,,,,,,,,,,,,,,,,,,,,
cyphy,çəɸə,adj,fluffy; squishy,,,,,,,,,,,,,,,,,,,,,,,,
dae,de,adj,even; balanced; level; parallel to the ground,,,,,,,,,,,,,,,,,,,,,,,,
damag,dɑmɑg,adj,worse,,,,,,,,,,,,,,,,,,,,,,,,
daohii,dɑohɪ,adj,dark blue,color,,,,,,,,,,,,,,,,,,,,,,,
dei,dɛi,adj,wanted; desired; wished for,,,,,,,,,,,,,,,,,,,,,,,,
deluqu,dɛluqu,adj,perpendicular,,,,,,,,,,,,,,,,,,,,,,,,
do'yn,doʔən,adj,tired; weary; exhausted; depressed (physically),*,,,,,,,,,,,,,,,,,,,,,,,
dys,dəs,adj,long (time),*,,,,,,,,,,,,,,,,,,,,,,,
e,ɛ,adj,wet,,,,,,,,,,,,,,,,,,,,,,,,
ehresii,ɛhɾɛsɪ,adj,concept of being fully alive; lively; quick in response and alert and awake; living in the moment; experiencing everything it means to be alive,,,,,,,,,,,,,,,,,,,,,,,,
el,ɛl,adj,self; personal; of your own being,&,,,,,,,,,,,,,,,,,,,,,,,
emb,ɛmb,adj,soft,,,,,,,,,,,,,,,,,,,,,,,,
emui,ɛmui,adj,holy; sacred; meaningful,,,,,,,,,,,,,,,,,,,,,,,,
enalcae,ɛnɑlçe,adj,functionless; broken,,,,,,,,,,,,,,,,,,,,,,,,
ephri,ɛɸɾi,adj,hairy; shaggy,,,,,,,,,,,,,,,,,,,,,,,,
esalii,ɛsɑlɪ,adj,alive; living; animate,,,,,,,,,,,,,,,,,,,,,,,,
